Position,field_pos,team_name,String Order,Player Number,First Name,Last Name,School year
LS,Special Teams,SMU Mustangs,3rd String,,,,
H,Special Teams,SMU Mustangs,3rd String,,,,
PR,Special Teams,SMU Mustangs,3rd String,,,,
KR,Special Teams,SMU Mustangs,3rd String,,,,
Reserves,Special Teams,SMU Mustangs,3rd String,,,,
RES,Special Teams,SMU Mustangs,3rd String,,,,
INJ,Special Teams,SMU Mustangs,3rd String,,,,
WR-X,Offense,SMU Mustangs,4th String,,,,
WR-Z,Offense,SMU Mustangs,4th String,,,,
WR-SL,Offense,SMU Mustangs,4th String,,,,
LT,Offense,SMU Mustangs,4th String,,,,
LG,Offense,SMU Mustangs,4th String,,,,
C,Offense,SMU Mustangs,4th String,,,,
RG,Offense,SMU Mustangs,4th String,,,,
RT,Offense,SMU Mustangs,4th String,,,,
TE,Offense,SMU Mustangs,4th String,44,Eby,Stone,RS JR
QB,Offense,SMU Mustangs,4th String,,,,
RB,Offense,SMU Mustangs,4th String,,,,
DE,Defense,SMU Mustangs,4th String,,,,
NT,Defense,SMU Mustangs,4th String,,,,
DT,Defense,SMU Mustangs,4th String,,,,
BAN,Defense,SMU Mustangs,4th String,,,,
MLB,Defense,SMU Mustangs,4th String,,,,
WLB,Defense,SMU Mustangs,4th String,,,,
LCB,Defense,SMU Mustangs,4th String,,,,
SS,Defense,SMU Mustangs,4th String,,,,
FS,Defense,SMU Mustangs,4th String,,,,
RCB,Defense,SMU Mustangs,4th String,,,,
NB,Defense,SMU Mustangs,4th String,,,,
PT,Special Teams,SMU Mustangs,4th String,,,,
PK,Special Teams,SMU Mustangs,4th String,,,,
KO,Special Teams,SMU Mustangs,4th String,,,,
LS,Special Teams,SMU Mustangs,4th String,,,,
H,Special Teams,SMU Mustangs,4th String,,,,
PR,Special Teams,SMU Mustangs,4th String,,,,
KR,Special Teams,SMU Mustangs,4th String,,,,
Reserves,Special Teams,SMU Mustangs,4th String,,,,
RES,Special Teams,SMU Mustangs,4th String,,,,
INJ,Special Teams,SMU Mustangs,4th String,,,,
WR-X,Offense,SMU Mustangs,5th String,,,,
WR-Z,Offense,SMU Mustangs,5th String,,,,
WR-SL,Offense,SMU Mustangs,5th String,,,,
LT,Offense,SMU Mustangs,5th String,,,,
LG,Offense,SMU Mustangs,5th String,,,,
C,Offense,SMU Mustangs,5th String,,,,
RG,Offense,SMU Mustangs,5th String,,,,
RT,Offense,SMU Mustangs,5th String,,,,
TE,Offense,SMU Mustangs,5th String,,,,
QB,Offense,SMU Mustangs,5th String,,,,
RB,Offense,SMU Mustangs,5th String,,,,
DE,Defense,SMU Mustangs,5th String,,,,
NT,Defense,SMU Mustangs,5th String,,,,
DT,Defense,SMU Mustangs,5th String,,,,
BAN,Defense,SMU Mustangs,5th String,,,,
MLB,Defense,SMU Mustangs,5th String,,,,
WLB,Defense,SMU Mustangs,5th String,,,,
LCB,Defense,SMU Mustangs,5th String,,,,
SS,Defense,SMU Mustangs,5th String,,,,
FS,Defense,SMU Mustangs,5th String,,,,
RCB,Defense,SMU Mustangs,5th String,,,,
NB,Defense,SMU Mustangs,5th String,,,,
PT,Special Teams,SMU Mustangs,5th String,,,,
PK,Special Teams,SMU Mustangs,5th String,,,,
KO,Special Teams,SMU Mustangs,5th String,,,,
LS,Special Teams,SMU Mustangs,5th String,,,,
H,Special Teams,SMU Mustangs,5th String,,,,
PR,Special Teams,SMU Mustangs,5th String,,,,
KR,Special Teams,SMU Mustangs,5th String,,,,
Reserves,Special Teams,SMU Mustangs,5th String,,,,
RES,Special Teams,SMU Mustangs,5th String,,,,
INJ,Special Teams,SMU Mustangs,5th String,,,,
WR-X,Offense,Stanford Cardinal,1st String,13,Ayomanor,Elic,RS SO
WR-Z,Offense,Stanford Cardinal,1st String,83,Harris,Jackson,RS FR
WR-SL,Offense,Stanford Cardinal,1st String,24,Bachmeier,Tiger,SO
LT,Offense,Stanford Cardinal,1st String,78,Baklenko,Luke,SO
LG,Offense,Stanford Cardinal,1st String,69,Maikkula,Jake,RS SO
C,Offense,Stanford Cardinal,1st String,57,Rogers,Levi,RS SR
RG,Offense,Stanford Cardinal,1st String,55,Pale,Simione,SO
RT,Offense,Stanford Cardinal,1st String,71,McLaughlin,Connor,RS SR
TE,Offense,Stanford Cardinal,1st String,86,Roush,Sam,JR
QB,Offense,Stanford Cardinal,1st String,14,Daniels,Ashton,JR
RB,Offense,Stanford Cardinal,1st String,26,Irvin,Sedrick,SO
DE,Defense,Stanford Cardinal,1st String,40,Phillips,Tobin,GR
NT,Defense,Stanford Cardinal,1st String,75,Marceau-Olayinka,Braden,RS FR
DT,Defense,Stanford Cardinal,1st String,94,Franklin,Anthony,RS JR
LOLB,Defense,Stanford Cardinal,1st String,23,Bailey,David,JR
MLB,Defense,Stanford Cardinal,1st String,8,Sinclair,Tristan,GR
WLB,Defense,Stanford Cardinal,1st String,0,Bernadel,Gaethan,SR/TR
ROLB,Defense,Stanford Cardinal,1st String,14,Aybar,Wilfredo,RS JR
LCB,Defense,Stanford Cardinal,1st String,6,Wright,Collin,RS SO
SS,Defense,Stanford Cardinal,1st String,32,Leigber,Mitch,RS JR
FS,Defense,Stanford Cardinal,1st String,21,Edwards,Scotty,RS SO
RCB,Defense,Stanford Cardinal,1st String,4,Manley,Zahran,GR
PT,Special Teams,Stanford Cardinal,1st String,37,Flintoft,Aidan,SO
PK,Special Teams,Stanford Cardinal,1st String,13,Kenney,Emmet,RS JR
KO,Special Teams,Stanford Cardinal,1st String,13,Kenney,Emmet,RS JR
LS,Special Teams,Stanford Cardinal,1st String,93,Warford,Peyton,JR/TR
H,Special Teams,Stanford Cardinal,1st String,15,Weselman,Connor,RS JR
PR,Special Teams,Stanford Cardinal,1st String,3,Farrell,Bryce,GR
KR,Special Teams,Stanford Cardinal,1st String,3,Farrell,Bryce,GR
WR-X,Offense,Stanford Cardinal,2nd String,0,Reuben,Mudia,JR
WR-Z,Offense,Stanford Cardinal,2nd String,10,Mosley,"V,",Emmett FR
WR-SL,Offense,Stanford Cardinal,2nd String,84,Cisse,Ismael,RS FR
LT,Offense,Stanford Cardinal,2nd String,67,Anderson,Fisher,RS SO
LG,Offense,Stanford Cardinal,2nd String,76,Leyrer,Jack,RS JR
C,Offense,Stanford Cardinal,2nd String,65,Thomason,Allen,RS FR
RG,Offense,Stanford Cardinal,2nd String,72,Uke,Austin,RS JR
RT,Offense,Stanford Cardinal,2nd String,58,House,Kahlil,FR
TE,Offense,Stanford Cardinal,2nd String,88,Blackburn,Benji,FR
QB,Offense,Stanford Cardinal,2nd String,8,Lamson,Justin,RS JR/TR
RB,Offense,Stanford Cardinal,2nd String,20,Ford,Micah,FR
DE,Defense,Stanford Cardinal,2nd String,98,Buckey,Zach,RS JR
NT,Defense,Stanford Cardinal,2nd String,91,Patterson,Clay,GR/TR
DT,Defense,Stanford Cardinal,2nd String,97,Rowell,Zach,RS SO
LOLB,Defense,Stanford Cardinal,2nd String,11,Tafiti,Tevarua,RS SO
MLB,Defense,Stanford Cardinal,2nd String,35,Rose,Matt,RS SO
WLB,Defense,Stanford Cardinal,2nd String,43,Galvan,Jahsiah,RS SO/TR
ROLB,Defense,Stanford Cardinal,2nd String,44,Cooper,Ernest,RS SO
LCB,Defense,Stanford Cardinal,2nd String,27,Porter,Omari,GR
SS,Defense,Stanford Cardinal,2nd String,5,Green,Jay,JR/TR
FS,Defense,Stanford Cardinal,2nd String,18,Sumlin,Jaylen'Dai,FR
RCB,Defense,Stanford Cardinal,2nd String,9,Nicholson,Brandon,FR
PT,Special Teams,Stanford Cardinal,2nd String,15,Weselman,Connor,RS JR
PK,Special Teams,Stanford Cardinal,2nd String,92,Seidler,AJ,FR
KO,Special Teams,Stanford Cardinal,2nd String,92,Seidler,AJ,FR
LS,Special Teams,Stanford Cardinal,2nd String,47,Chavez,Alejandro,RS SO
H,Special Teams,Stanford Cardinal,2nd String,37,Flintoft,Aidan,SO
PR,Special Teams,Stanford Cardinal,2nd String,6,Wright,Collin,RS SO
KR,Special Teams,Stanford Cardinal,2nd String,80,Kasemervisz,David,RS JR
WR-X,Offense,Stanford Cardinal,3rd String,,,,
WR-Z,Offense,Stanford Cardinal,3rd String,,,,
WR-SL,Offense,Stanford Cardinal,3rd String,,,,
LT,Offense,Stanford Cardinal,3rd String,,,,
LG,Offense,Stanford Cardinal,3rd String,51,Brown,Ziron,FR
C,Offense,Stanford Cardinal,3rd String,,,,
RG,Offense,Stanford Cardinal,3rd String,,,,
RT,Offense,Stanford Cardinal,3rd String,,,,
TE,Offense,Stanford Cardinal,3rd String,,,,
QB,Offense,Stanford Cardinal,3rd String,2,Brown,Elijah,FR
RB,Offense,Stanford Cardinal,3rd String,15,Butler,Ryan,JR/TR
DE,Defense,Stanford Cardinal,3rd String,,,,
NT,Defense,Stanford Cardinal,3rd String,,,,
DT,Defense,Stanford Cardinal,3rd String,,,,
LOLB,Defense,Stanford Cardinal,3rd String,,,,
MLB,Defense,Stanford Cardinal,3rd String,51,Mattingly,Sam,FR
WLB,Defense,Stanford Cardinal,3rd String,36,Williams,Tre,RS FR
ROLB,Defense,Stanford Cardinal,3rd String,,,,
LCB,Defense,Stanford Cardinal,3rd String,,,,
SS,Defense,Stanford Cardinal,3rd String,,,,
FS,Defense,Stanford Cardinal,3rd String,,,,
RCB,Defense,Stanford Cardinal,3rd String,28,Richardson,Cam,FR
PT,Special Teams,Stanford Cardinal,3rd String,,,,
PK,Special Teams,Stanford Cardinal,3rd String,,,,
KO,Special Teams,Stanford Cardinal,3rd String,,,,
LS,Special Teams,Stanford Cardinal,3rd String,,,,
H,Special Teams,Stanford Cardinal,3rd String,,,,
PR,Special Teams,Stanford Cardinal,3rd String,,,,
KR,Special Teams,Stanford Cardinal,3rd String,,,,
WR-X,Offense,Stanford Cardinal,4th String,,,,
WR-Z,Offense,Stanford Cardinal,4th String,,,,
WR-SL,Offense,Stanford Cardinal,4th String,,,,
LT,Offense,Stanford Cardinal,4th String,,,,
LG,Offense,Stanford Cardinal,4th String,,,,
C,Offense,Stanford Cardinal,4th String,,,,
RG,Offense,Stanford Cardinal,4th String,,,,
RT,Offense,Stanford Cardinal,4th String,,,,
TE,Offense,Stanford Cardinal,4th String,,,,
QB,Offense,Stanford Cardinal,4th String,,,,
RB,Offense,Stanford Cardinal,4th String,5,Davis,"Jr.,",Chris FR
DE,Defense,Stanford Cardinal,4th String,,,,
NT,Defense,Stanford Cardinal,4th String,,,,
DT,Defense,Stanford Cardinal,4th String,,,,
LOLB,Defense,Stanford Cardinal,4th String,,,,
MLB,Defense,Stanford Cardinal,4th String,,,,
WLB,Defense,Stanford Cardinal,4th String,,,,
ROLB,Defense,Stanford Cardinal,4th String,,,,
LCB,Defense,Stanford Cardinal,4th String,,,,
SS,Defense,Stanford Cardinal,4th String,,,,
FS,Defense,Stanford Cardinal,4th String,,,,
RCB,Defense,Stanford Cardinal,4th String,,,,
PT,Special Teams,Stanford Cardinal,4th String,,,,
PK,Special Teams,Stanford Cardinal,4th String,,,,
KO,Special Teams,Stanford Cardinal,4th String,,,,
LS,Special Teams,Stanford Cardinal,4th String,,,,
H,Special Teams,Stanford Cardinal,4th String,,,,
PR,Special Teams,Stanford Cardinal,4th String,,,,
KR,Special Teams,Stanford Cardinal,4th String,,,,
WR-X,Offense,Stanford Cardinal,5th String,,,,
WR-Z,Offense,Stanford Cardinal,5th String,,,,
WR-SL,Offense,Stanford Cardinal,5th String,,,,
LT,Offense,Stanford Cardinal,5th String,,,,
LG,Offense,Stanford Cardinal,5th String,,,,
C,Offense,Stanford Cardinal,5th String,,,,
RG,Offense,Stanford Cardinal,5th String,,,,
RT,Offense,Stanford Cardinal,5th String,,,,
TE,Offense,Stanford Cardinal,5th String,,,,
QB,Offense,Stanford Cardinal,5th String,,,,
RB,Offense,Stanford Cardinal,5th String,,,,
DE,Defense,Stanford Cardinal,5th String,,,,
NT,Defense,Stanford Cardinal,5th String,,,,
DT,Defense,Stanford Cardinal,5th String,,,,
LOLB,Defense,Stanford Cardinal,5th String,,,,
MLB,Defense,Stanford Cardinal,5th String,,,,
WLB,Defense,Stanford Cardinal,5th String,,,,
ROLB,Defense,Stanford Cardinal,5th String,,,,
LCB,Defense,Stanford Cardinal,5th String,,,,
SS,Defense,Stanford Cardinal,5th String,,,,
FS,Defense,Stanford Cardinal,5th String,,,,
RCB,Defense,Stanford Cardinal,5th String,,,,
PT,Special Teams,Stanford Cardinal,5th String,,,,
PK,Special Teams,Stanford Cardinal,5th String,,,,
KO,Special Teams,Stanford Cardinal,5th String,,,,
LS,Special Teams,Stanford Cardinal,5th String,,,,
H,Special Teams,Stanford Cardinal,5th String,,,,
PR,Special Teams,Stanford Cardinal,5th String,,,,
KR,Special Teams,Stanford Cardinal,5th String,,,,
WR-X,Offense,Syracuse Orange,1st String,5,Hatcher,Umari,RS JR
WR-Z,Offense,Syracuse Orange,1st String,8,Haynes,Zeed,RS FR/TR
WR-SL,Offense,Syracuse Orange,1st String,2,Pena,Trebor,RS JR
LT,Offense,Syracuse Orange,1st String,57,Weatherspoon,Da'Metrius,RS JR/TR
LG,Offense,Syracuse Orange,1st String,74,Bradford,Jakob,RS SR/TR
C,Offense,Syracuse Orange,1st String,50,Reed,J'Onre,SR/TR
RG,Offense,Syracuse Orange,1st String,72,Petry,Mark,RS SR/TR
RT,Offense,Syracuse Orange,1st String,77,Washington,Savion,RS JR/TR
TE,Offense,Syracuse Orange,1st String,19,Gadsden,"II,",Oronde RS JR
QB,Offense,Syracuse Orange,1st String,6,McCord,Kyle,SR/TR
RB,Offense,Syracuse Orange,1st String,1,Allen,LeQuint,JR
LDE,Defense,Syracuse Orange,1st String,10,Diggs,Fadil,SR/TR
LDT,Defense,Syracuse Orange,1st String,4,Wilson,"Jr.,",Dion RS SR/TR
RDT,Defense,Syracuse Orange,1st String,94,Jobity,"Jr.,",Kevin JR
RDE,Defense,Syracuse Orange,1st String,11,Jaquez,"Jr.,",Denis JR
WLB,Defense,Syracuse Orange,1st String,15,McDonald,Derek,RS JR
MLB,Defense,Syracuse Orange,1st String,2,Wax,Marlowe,SR
LCB,Defense,Syracuse Orange,1st String,3,Lewis,Clarence,SR/TR
SS,Defense,Syracuse Orange,1st String,5,Clark,Alijah,SR/TR
FS,Defense,Syracuse Orange,1st String,0,Chestnut,Duce,RS JR/TR
RCB,Defense,Syracuse Orange,1st String,23,Grant,Devin,JR/TR
STAR,Defense,Syracuse Orange,1st String,8,Barron,Justin,SR
PT,Special Teams,Syracuse Orange,1st String,41,Stonehouse,Jack,RS JR/TR
PK,Special Teams,Syracuse Orange,1st String,15,Denaburg,Brady,JR
KO,Special Teams,Syracuse Orange,1st String,15,Denaburg,Brady,JR
LS,Special Teams,Syracuse Orange,1st String,46,Callahan,Tom,RS SR/TR
H,Special Teams,Syracuse Orange,1st String,41,Stonehouse,Jack,RS JR/TR
PR,Special Teams,Syracuse Orange,1st String,2,Pena,Trebor,RS JR
KR,Special Teams,Syracuse Orange,1st String,2,Pena,Trebor,RS JR
Reserves,Special Teams,Syracuse Orange,1st String,,,,
RES,Special Teams,Syracuse Orange,1st String,,,,
INJ,Special Teams,Syracuse Orange,1st String,12,Ross-Simmons,Justus,JR/TR
WR-X,Offense,Syracuse Orange,2nd String,7,Meeks,Jackson,SR/TR
WR-Z,Offense,Syracuse Orange,2nd String,82,Gill,"Jr.,",Darrell SO
WR-SL,Offense,Syracuse Orange,2nd String,18,Ross,Emanuel,FR
LT,Offense,Syracuse Orange,2nd String,73,Miller,Joshua,RS FR/TR
LG,Offense,Syracuse Orange,2nd String,54,Hornsby,Codie,RS JR/TR
C,Offense,Syracuse Orange,2nd String,55,Ilaoa,Josh,SR
RG,Offense,Syracuse Orange,2nd String,78,Cruz,Joe,RS SO
RT,Offense,Syracuse Orange,2nd String,70,Cruz,"Jr.,",Enrique RS JR
TE,Offense,Syracuse Orange,2nd String,89,Villari,Dan,RS JR/TR
QB,Offense,Syracuse Orange,2nd String,9,Johnson,"Jr.,",Michael RS SR/TR
RB,Offense,Syracuse Orange,2nd String,23,Willis,Yasin,FR
LDE,Defense,Syracuse Orange,2nd String,18,Omopariola,David,RS FR
LDT,Defense,Syracuse Orange,2nd String,99,Fuentes-Cundiff,Elijah,RS JR
RDT,Defense,Syracuse Orange,2nd String,88,Watson,Maraad,FR
RDE,Defense,Syracuse Orange,2nd String,30,Simmons,Chase,RS JR
WLB,Defense,Syracuse Orange,2nd String,12,Sparrow,Anwar,RS JR
MLB,Defense,Syracuse Orange,2nd String,6,Heard,James,RS FR/TR
LCB,Defense,Syracuse Orange,2nd String,1,Bellamy,Jayden,RS SO/TR
SS,Defense,Syracuse Orange,2nd String,19,Perry,Cornell,RS SO
FS,Defense,Syracuse Orange,2nd String,29,Buxton,"III,",Berry RS JR/TR
RCB,Defense,Syracuse Orange,2nd String,7,Barnes,"Jr.,",Marcellus FR
STAR,Defense,Syracuse Orange,2nd String,21,Gould,Jaeden,RS SO/TR
PT,Special Teams,Syracuse Orange,2nd String,96,Kennedy,Jackson,RS JR/TR
PK,Special Teams,Syracuse Orange,2nd String,96,Kennedy,Jackson,RS JR/TR
KO,Special Teams,Syracuse Orange,2nd String,96,Kennedy,Jackson,RS JR/TR
LS,Special Teams,Syracuse Orange,2nd String,61,Stangle,Ethan,RS SO
H,Special Teams,Syracuse Orange,2nd String,,,,
PR,Special Teams,Syracuse Orange,2nd String,1,Allen,LeQuint,JR
KR,Special Teams,Syracuse Orange,2nd String,36,James,Malachi,FR
Reserves,Special Teams,Syracuse Orange,2nd String,,,,
RES,Special Teams,Syracuse Orange,2nd String,,,,
INJ,Special Teams,Syracuse Orange,2nd String,52,Ingraham,Braylen,RS SR/TR
WR-X,Offense,Syracuse Orange,3rd String,,,,
WR-Z,Offense,Syracuse Orange,3rd String,,,,
WR-SL,Offense,Syracuse Orange,3rd String,,,,
LT,Offense,Syracuse Orange,3rd String,75,Mack,Trevion,RS FR
LG,Offense,Syracuse Orange,3rd String,71,Moeolo,Lysander,RS JR/TR
C,Offense,Syracuse Orange,3rd String,,,,
RG,Offense,Syracuse Orange,3rd String,,,,
RT,Offense,Syracuse Orange,3rd String,75,Mack,Trevion,RS FR
TE,Offense,Syracuse Orange,3rd String,,,,
QB,Offense,Syracuse Orange,3rd String,16,Del,"Rio-Wilson,",Carlos RS JR/TR
RB,Offense,Syracuse Orange,3rd String,24,Nixon,Will,RS JR/TR
LDE,Defense,Syracuse Orange,3rd String,19,Edwards,KingJoseph,FR
LDT,Defense,Syracuse Orange,3rd String,92,Perry,Rashard,SO
RDT,Defense,Syracuse Orange,3rd String,9,Hastings,Isaiah,RS SO/TR
RDE,Defense,Syracuse Orange,3rd String,28,Lesaine,"Jr.,",Jahide FR
WLB,Defense,Syracuse Orange,3rd String,,,,
MLB,Defense,Syracuse Orange,3rd String,,,,
LCB,Defense,Syracuse Orange,3rd String,24,McDaniels,Ibn,FR
SS,Defense,Syracuse Orange,3rd String,26,Long,"Jr.,",Braheem FR
FS,Defense,Syracuse Orange,3rd String,,,,
RCB,Defense,Syracuse Orange,3rd String,,,,
STAR,Defense,Syracuse Orange,3rd String,,,,
PT,Special Teams,Syracuse Orange,3rd String,,,,
PK,Special Teams,Syracuse Orange,3rd String,98,Oh,Jadyn,RS FR
KO,Special Teams,Syracuse Orange,3rd String,98,Oh,Jadyn,RS FR
LS,Special Teams,Syracuse Orange,3rd String,90,Zuhr,Jacob,RS JR/TR
H,Special Teams,Syracuse Orange,3rd String,,,,
PR,Special Teams,Syracuse Orange,3rd String,8,Haynes,Zeed,RS FR/TR
KR,Special Teams,Syracuse Orange,3rd String,1,Allen,LeQuint,JR
Reserves,Special Teams,Syracuse Orange,3rd String,,,,
RES,Special Teams,Syracuse Orange,3rd String,,,,
INJ,Special Teams,Syracuse Orange,3rd String,,,,
WR-X,Offense,Syracuse Orange,4th String,,,,
WR-Z,Offense,Syracuse Orange,4th String,,,,
WR-SL,Offense,Syracuse Orange,4th String,,,,
LT,Offense,Syracuse Orange,4th String,,,,
LG,Offense,Syracuse Orange,4th String,,,,
C,Offense,Syracuse Orange,4th String,,,,
RG,Offense,Syracuse Orange,4th String,,,,
RT,Offense,Syracuse Orange,4th String,,,,
TE,Offense,Syracuse Orange,4th String,,,,
QB,Offense,Syracuse Orange,4th String,,,,
RB,Offense,Syracuse Orange,4th String,,,,
LDE,Defense,Syracuse Orange,4th String,,,,
LDT,Defense,Syracuse Orange,4th String,,,,
RDT,Defense,Syracuse Orange,4th String,,,,
RDE,Defense,Syracuse Orange,4th String,,,,
WLB,Defense,Syracuse Orange,4th String,,,,
MLB,Defense,Syracuse Orange,4th String,,,,
LCB,Defense,Syracuse Orange,4th String,,,,
SS,Defense,Syracuse Orange,4th String,,,,
FS,Defense,Syracuse Orange,4th String,,,,
RCB,Defense,Syracuse Orange,4th String,,,,
STAR,Defense,Syracuse Orange,4th String,,,,
PT,Special Teams,Syracuse Orange,4th String,,,,
PK,Special Teams,Syracuse Orange,4th String,,,,
KO,Special Teams,Syracuse Orange,4th String,,,,
LS,Special Teams,Syracuse Orange,4th String,,,,
H,Special Teams,Syracuse Orange,4th String,,,,
PR,Special Teams,Syracuse Orange,4th String,,,,
KR,Special Teams,Syracuse Orange,4th String,24,Nixon,Will,RS JR/TR
Reserves,Special Teams,Syracuse Orange,4th String,,,,
RES,Special Teams,Syracuse Orange,4th String,,,,
INJ,Special Teams,Syracuse Orange,4th String,,,,
WR-X,Offense,Syracuse Orange,5th String,,,,
WR-Z,Offense,Syracuse Orange,5th String,,,,
WR-SL,Offense,Syracuse Orange,5th String,,,,
LT,Offense,Syracuse Orange,5th String,,,,
LG,Offense,Syracuse Orange,5th String,,,,
C,Offense,Syracuse Orange,5th String,,,,
RG,Offense,Syracuse Orange,5th String,,,,
RT,Offense,Syracuse Orange,5th String,,,,
TE,Offense,Syracuse Orange,5th String,,,,
QB,Offense,Syracuse Orange,5th String,,,,
RB,Offense,Syracuse Orange,5th String,,,,
LDE,Defense,Syracuse Orange,5th String,,,,
LDT,Defense,Syracuse Orange,5th String,,,,
RDT,Defense,Syracuse Orange,5th String,,,,
RDE,Defense,Syracuse Orange,5th String,,,,
WLB,Defense,Syracuse Orange,5th String,,,,
MLB,Defense,Syracuse Orange,5th String,,,,
LCB,Defense,Syracuse Orange,5th String,,,,
SS,Defense,Syracuse Orange,5th String,,,,
FS,Defense,Syracuse Orange,5th String,,,,
RCB,Defense,Syracuse Orange,5th String,,,,
STAR,Defense,Syracuse Orange,5th String,,,,
PT,Special Teams,Syracuse Orange,5th String,,,,
PK,Special Teams,Syracuse Orange,5th String,,,,
KO,Special Teams,Syracuse Orange,5th String,,,,
LS,Special Teams,Syracuse Orange,5th String,,,,
H,Special Teams,Syracuse Orange,5th String,,,,
PR,Special Teams,Syracuse Orange,5th String,,,,
KR,Special Teams,Syracuse Orange,5th String,,,,
Reserves,Special Teams,Syracuse Orange,5th String,,,,
RES,Special Teams,Syracuse Orange,5th String,,,,
INJ,Special Teams,Syracuse Orange,5th String,,,,
WR-X,Offense,Virginia Cavaliers,1st String,8,Fields,Malachi,RS JR
WR-Z,Offense,Virginia Cavaliers,1st String,11,Harris,Trell,JR/TR
WR-SL,Offense,Virginia Cavaliers,1st String,4,Tyree,Chris,GR/TR
LT,Offense,Virginia Cavaliers,1st String,52,Boley,McKale,JR
LG,Offense,Virginia Cavaliers,1st String,77,Josey,Noah,RS JR
C,Offense,Virginia Cavaliers,1st String,55,Stevens,Brian,GR/TR
RG,Offense,Virginia Cavaliers,1st String,51,Furnish,Ty,RS JR
RT,Offense,Virginia Cavaliers,1st String,54,Steen,Blake,RS SO
TE,Offense,Virginia Cavaliers,1st String,16,Neville,Tyler,GR/TR
QB,Offense,Virginia Cavaliers,1st String,10,Colandrea,Anthony,SO
RB,Offense,Virginia Cavaliers,1st String,5,Pace,Kobe,SR/TR
DE,Defense,Virginia Cavaliers,1st String,82,Butler,Kam,GR/TR
NT,Defense,Virginia Cavaliers,1st String,90,Carter,Jahmeer,GR
DT,Defense,Virginia Cavaliers,1st String,91,Hammond,Jason,SO
BAN,Defense,Virginia Cavaliers,1st String,15,Bennett,"Jr.,",Chico GR/TR
MLB,Defense,Virginia Cavaliers,1st String,5,Robinson,Kam,SO
WLB,Defense,Virginia Cavaliers,1st String,7,Jackson,James,SR
LCB,Defense,Virginia Cavaliers,1st String,29,Shine,Kempton,GR/TR
SS,Defense,Virginia Cavaliers,1st String,0,Clary,Antonio,RS SR
FS,Defense,Virginia Cavaliers,1st String,20,Sanker,Jonas,SR
RCB,Defense,Virginia Cavaliers,1st String,9,Jackson,Jam,JR/TR
SPUR,Defense,Virginia Cavaliers,1st String,3,Thomas,"Jr.,",Corey GR/TR
PT,Special Teams,Virginia Cavaliers,1st String,38,Sparks,Daniel,SR/TR
PK,Special Teams,Virginia Cavaliers,1st String,41,Bettridge,Will,JR
